round,accuracy,loss,bytes_received,bytes_sent,timestamp
994,-1,-1,220,220,2026-01-04 16:38:00.940127
995,-1,-1,220,220,2026-01-04 16:38:00.971066
996,-1,-1,220,220,2026-01-04 16:38:01.003428
997,-1,-1,220,220,2026-01-04 16:38:01.023894
998,-1,-1,220,220,2026-01-04 16:38:01.047961
999,-1,-1,220,220,2026-01-04 16:38:01.076526
1000,-1,-1,220,220,2026-01-04 16:38:01.108479
1,0.7200000286102295,36.00661849975586,800,800,None,2026-01-05 23:15:37.440116
2,0.7599999904632568,19.616466522216797,800,800,None,2026-01-05 23:15:37.785355
3,0.7149999737739563,26.825326919555664,800,800,None,2026-01-05 23:15:38.100510
4,0.6850000023841858,19.024932861328125,800,800,None,2026-01-05 23:15:38.408155
5,0.6800000071525574,10.030560493469238,800,800,None,2026-01-05 23:15:38.735646
6,0.6100000143051147,11.694846153259277,800,800,None,2026-01-05 23:15:39.049527
7,0.574999988079071,8.850016593933105,800,800,None,2026-01-05 23:15:39.355813
8,0.5600000023841858,4.909639358520508,800,800,None,2026-01-05 23:15:39.660327
9,0.4749999940395355,3.970719814300537,800,800,None,2026-01-05 23:15:39.959774
10,0.4950000047683716,3.730893135070801,800,800,None,2026-01-05 23:15:40.259654
11,0.6100000143051147,3.0823419094085693,800,800,None,2026-01-05 23:15:40.555405
12,0.5699999928474426,2.977874994277954,800,800,None,2026-01-05 23:15:40.863771
13,0.4950000047683716,2.834550380706787,800,800,None,2026-01-05 23:15:41.167388
14,0.4399999976158142,2.047826051712036,800,800,None,2026-01-05 23:15:41.465226
15,0.7149999737739563,1.6075814962387085,800,800,None,2026-01-05 23:15:41.761671
16,0.5550000071525574,1.6452997922897339,800,800,None,2026-01-05 23:15:42.066243
17,0.5649999976158142,1.197881817817688,800,800,None,2026-01-05 23:15:42.365046
18,0.6499999761581421,1.1156234741210938,800,800,None,2026-01-05 23:15:42.669060
19,0.699999988079071,1.0118331909179688,800,800,None,2026-01-05 23:15:42.969901
20,0.6050000190734863,0.8683938384056091,800,800,None,2026-01-05 23:15:43.270737
21,0.7599999904632568,0.9970244765281677,800,800,None,2026-01-05 23:15:43.569745
22,0.5799999833106995,0.7701151967048645,800,800,None,2026-01-05 23:15:43.870293
23,0.7300000190734863,0.7028432488441467,800,800,None,2026-01-05 23:15:44.172379
24,0.7149999737739563,0.6109795570373535,800,800,None,2026-01-05 23:15:44.483629
25,0.7099999785423279,0.6486759185791016,800,800,None,2026-01-05 23:15:44.782677
26,0.5649999976158142,0.7770975232124329,800,800,None,2026-01-05 23:15:45.091642
27,0.7749999761581421,0.6456565260887146,800,800,None,2026-01-05 23:15:45.391696
28,0.7200000286102295,0.5785596966743469,800,800,None,2026-01-05 23:15:45.691848
29,0.7450000047683716,0.5824902057647705,800,800,None,2026-01-05 23:15:45.991012
30,0.6549999713897705,0.5912674069404602,800,800,None,2026-01-05 23:15:46.300711
31,0.7049999833106995,0.6411095261573792,800,800,None,2026-01-05 23:15:46.606023
32,0.7549999952316284,0.6245524883270264,800,800,None,2026-01-05 23:15:46.904559
33,0.7250000238418579,0.5386573672294617,800,800,None,2026-01-05 23:15:47.207986
34,0.7149999737739563,0.6387262344360352,800,800,None,2026-01-05 23:15:47.509306
35,0.7049999833106995,0.5654792189598083,800,800,None,2026-01-05 23:15:47.807538
36,0.7599999904632568,0.518898069858551,800,800,None,2026-01-05 23:15:48.126145
37,0.75,0.5342038869857788,800,800,None,2026-01-05 23:15:48.429301
38,0.7699999809265137,0.5021889209747314,800,800,None,2026-01-05 23:15:48.729326
39,0.7049999833106995,0.5681078433990479,800,800,None,2026-01-05 23:15:49.038158
40,0.7149999737739563,0.586949348449707,800,800,None,2026-01-05 23:15:49.339407
41,0.7799999713897705,0.47299015522003174,800,800,None,2026-01-05 23:15:49.659539
42,0.7950000166893005,0.46089184284210205,800,800,None,2026-01-05 23:15:49.964218
43,0.7799999713897705,0.5184897780418396,800,800,None,2026-01-05 23:15:50.264424
44,0.7599999904632568,0.561738908290863,800,800,None,2026-01-05 23:15:50.583200
45,0.7699999809265137,0.551747739315033,800,800,None,2026-01-05 23:15:50.879664
46,0.8500000238418579,0.3896172344684601,800,800,None,2026-01-05 23:15:51.207783
47,0.7950000166893005,0.5439688563346863,800,800,None,2026-01-05 23:15:51.514547
48,0.7549999952316284,0.4842510223388672,800,800,None,2026-01-05 23:15:51.841698
49,0.7300000190734863,0.5065194964408875,800,800,None,2026-01-05 23:15:52.147874
50,0.8299999833106995,0.4230802655220032,800,800,None,2026-01-05 23:15:52.452722
51,0.7950000166893005,0.47734034061431885,800,800,None,2026-01-05 23:15:52.759333
52,0.7450000047683716,0.48714905977249146,800,800,None,2026-01-05 23:15:53.067762
53,0.7599999904632568,0.4887898564338684,800,800,None,2026-01-05 23:15:53.369025
54,0.7350000143051147,0.588248610496521,800,800,None,2026-01-05 23:15:53.673115
55,0.6949999928474426,0.6471448540687561,800,800,None,2026-01-05 23:15:53.975664
56,0.7900000214576721,0.4981840252876282,800,800,None,2026-01-05 23:15:54.279050
57,0.7699999809265137,0.4670494496822357,800,800,None,2026-01-05 23:15:54.578320
58,0.7749999761581421,0.509758710861206,800,800,None,2026-01-05 23:15:54.877992
59,0.7049999833106995,0.5703680515289307,800,800,None,2026-01-05 23:15:55.180950
60,0.7549999952316284,0.5419837832450867,800,800,None,2026-01-05 23:15:55.496789
61,0.7599999904632568,0.49124184250831604,800,800,None,2026-01-05 23:15:55.817912
62,0.8199999928474426,0.4068397283554077,800,800,None,2026-01-05 23:15:56.130859
63,0.7450000047683716,0.5293160080909729,800,800,None,2026-01-05 23:15:56.441596
64,0.7350000143051147,0.528716504573822,800,800,None,2026-01-05 23:15:56.851789
65,0.8050000071525574,0.461701899766922,800,800,None,2026-01-05 23:15:57.160464
66,0.7900000214576721,0.5103703737258911,800,800,None,2026-01-05 23:15:57.502957
67,0.7850000262260437,0.43705493211746216,800,800,None,2026-01-05 23:15:57.800952
68,0.8199999928474426,0.4093044698238373,800,800,None,2026-01-05 23:15:58.106706
69,0.7699999809265137,0.4622979760169983,800,800,None,2026-01-05 23:15:58.407009
70,0.8299999833106995,0.4242551922798157,800,800,None,2026-01-05 23:15:58.706612
71,0.7350000143051147,0.576301634311676,800,800,None,2026-01-05 23:15:59.009235
72,0.7850000262260437,0.48572471737861633,800,800,None,2026-01-05 23:15:59.334303
73,0.8100000023841858,0.4315275549888611,800,800,None,2026-01-05 23:15:59.638288
74,0.7549999952316284,0.46333956718444824,800,800,None,2026-01-05 23:15:59.948116
75,0.7450000047683716,0.5648276209831238,800,800,None,2026-01-05 23:16:00.251798
76,0.824999988079071,0.42806485295295715,800,800,None,2026-01-05 23:16:00.558711
77,0.8050000071525574,0.4342525899410248,800,800,None,2026-01-05 23:16:00.860269
78,0.8199999928474426,0.42359647154808044,800,800,None,2026-01-05 23:16:01.176416
79,0.7850000262260437,0.4883222281932831,800,800,None,2026-01-05 23:16:01.509128
80,0.7350000143051147,0.5073788166046143,800,800,None,2026-01-05 23:16:02.052594
81,0.75,0.4851425290107727,800,800,None,2026-01-05 23:16:02.366184
82,0.7599999904632568,0.5086868405342102,800,800,None,2026-01-05 23:16:02.673958
83,0.7749999761581421,0.5033627152442932,800,800,None,2026-01-05 23:16:02.973953
84,0.6949999928474426,0.5591068863868713,800,800,None,2026-01-05 23:16:03.296100
85,0.6650000214576721,0.7502211928367615,800,800,None,2026-01-05 23:16:03.598356
86,0.7699999809265137,0.5937814712524414,800,800,None,2026-01-05 23:16:03.900655
87,0.7799999713897705,0.49311983585357666,800,800,None,2026-01-05 23:16:04.210044
88,0.7699999809265137,0.5211490392684937,800,800,None,2026-01-05 23:16:04.513530
89,0.7799999713897705,0.5091187953948975,800,800,None,2026-01-05 23:16:04.812183
90,0.7099999785423279,0.5409624576568604,800,800,None,2026-01-05 23:16:05.114597
91,0.7599999904632568,0.536104679107666,800,800,None,2026-01-05 23:16:05.415566
92,0.7450000047683716,0.4970020055770874,800,800,None,2026-01-05 23:16:05.735120
93,0.7300000190734863,0.5651547908782959,800,800,None,2026-01-05 23:16:06.041118
94,0.7749999761581421,0.4903140962123871,800,800,None,2026-01-05 23:16:06.342278
95,0.7799999713897705,0.4654496908187866,800,800,None,2026-01-05 23:16:06.641668
96,0.7400000095367432,0.5190920829772949,800,800,None,2026-01-05 23:16:06.958255
97,0.7649999856948853,0.4884081184864044,800,800,None,2026-01-05 23:16:07.269512
98,0.7900000214576721,0.4680223762989044,800,800,None,2026-01-05 23:16:07.578962
99,0.7549999952316284,0.49734726548194885,800,800,None,2026-01-05 23:16:07.884191
100,0.7699999809265137,0.4232032299041748,800,800,None,2026-01-05 23:16:08.192084
101,0.7599999904632568,0.5110878944396973,800,800,None,2026-01-05 23:16:08.500193
102,0.6949999928474426,0.5179077982902527,800,800,None,2026-01-05 23:16:08.807657
103,0.7749999761581421,0.462565541267395,800,800,None,2026-01-05 23:16:09.115885
104,0.75,0.47153612971305847,800,800,None,2026-01-05 23:16:09.417146
105,0.800000011920929,0.496254563331604,800,800,None,2026-01-05 23:16:09.720093
106,0.7149999737739563,0.554379940032959,800,800,None,2026-01-05 23:16:10.025205
107,0.7749999761581421,0.5131620764732361,800,800,None,2026-01-05 23:16:10.327876
108,0.7799999713897705,0.46564429998397827,800,800,None,2026-01-05 23:16:10.665809
109,0.7300000190734863,0.5656495094299316,800,800,None,2026-01-05 23:16:10.970391
110,0.7599999904632568,0.5040728449821472,800,800,None,2026-01-05 23:16:11.277495
111,0.8100000023841858,0.5298328995704651,800,800,None,2026-01-05 23:16:11.594425
112,0.7450000047683716,0.5563796758651733,800,800,None,2026-01-05 23:16:11.896616
113,0.6899999976158142,0.6396982073783875,800,800,None,2026-01-05 23:16:12.204670
114,0.7749999761581421,0.6152358055114746,800,800,None,2026-01-05 23:16:12.511783
115,0.7200000286102295,0.5566800832748413,800,800,None,2026-01-05 23:16:12.814817
116,0.7699999809265137,0.5270140767097473,800,800,None,2026-01-05 23:16:13.120548
117,0.7799999713897705,0.49044254422187805,800,800,None,2026-01-05 23:16:13.423524
118,0.7400000095367432,0.6594092845916748,800,800,None,2026-01-05 23:16:13.724246
119,0.625,0.8582270741462708,800,800,None,2026-01-05 23:16:14.031212
120,0.7149999737739563,0.5836839079856873,800,800,None,2026-01-05 23:16:14.341858
121,0.7649999856948853,0.48068004846572876,800,800,None,2026-01-05 23:16:14.645230
122,0.699999988079071,0.5399137735366821,800,800,None,2026-01-05 23:16:14.947072
123,0.7400000095367432,0.607835054397583,800,800,None,2026-01-05 23:16:15.254836
124,0.7749999761581421,0.4570569097995758,800,800,None,2026-01-05 23:16:15.555156
125,0.7699999809265137,0.6474822759628296,800,800,None,2026-01-05 23:16:15.856972
126,0.8199999928474426,0.46021270751953125,800,800,None,2026-01-05 23:16:16.162197
127,0.7400000095367432,0.4971829652786255,800,800,None,2026-01-05 23:16:16.463008
128,0.8149999976158142,0.4203433692455292,800,800,None,2026-01-05 23:16:16.764797
129,0.824999988079071,0.3857262134552002,800,800,None,2026-01-05 23:16:17.070562
130,0.7599999904632568,0.4783589541912079,800,800,None,2026-01-05 23:16:17.370105
131,0.7649999856948853,0.46695682406425476,800,800,None,2026-01-05 23:16:17.669326
132,0.7450000047683716,0.5246635675430298,800,800,None,2026-01-05 23:16:17.983594
133,0.7599999904632568,0.514037013053894,800,800,None,2026-01-05 23:16:18.287857
134,0.7599999904632568,0.45957985520362854,800,800,None,2026-01-05 23:16:18.592863
135,0.7950000166893005,0.47722452878952026,800,800,None,2026-01-05 23:16:18.894327
136,0.7649999856948853,0.5277807712554932,800,800,None,2026-01-05 23:16:19.199952
137,0.8149999976158142,0.3834599256515503,800,800,None,2026-01-05 23:16:19.505573
138,0.7350000143051147,0.5122788548469543,800,800,None,2026-01-05 23:16:19.804148
139,0.7950000166893005,0.4286552667617798,800,800,None,2026-01-05 23:16:20.114483
140,0.7250000238418579,0.6674907207489014,800,800,None,2026-01-05 23:16:20.415930
141,0.7400000095367432,0.5304279923439026,800,800,None,2026-01-05 23:16:20.721551
142,0.7400000095367432,0.47845393419265747,800,800,None,2026-01-05 23:16:21.026675
143,0.824999988079071,0.43837952613830566,800,800,None,2026-01-05 23:16:21.324760
144,0.800000011920929,0.4272230565547943,800,800,None,2026-01-05 23:16:21.638393
145,0.7049999833106995,0.5498992800712585,800,800,None,2026-01-05 23:16:21.943668
146,0.7749999761581421,0.5344549417495728,800,800,None,2026-01-05 23:16:22.272469
147,0.6949999928474426,0.6181111335754395,800,800,None,2026-01-05 23:16:22.579862
148,0.7799999713897705,0.5454800128936768,800,800,None,2026-01-05 23:16:22.883199
149,0.7250000238418579,0.4875558018684387,800,800,None,2026-01-05 23:16:23.261060
150,0.7950000166893005,0.46294257044792175,800,800,None,2026-01-05 23:16:23.570365
151,0.7900000214576721,0.4377049505710602,800,800,None,2026-01-05 23:16:23.882978
152,0.7450000047683716,0.5494998693466187,800,800,None,2026-01-05 23:16:24.187785
153,0.7450000047683716,0.5875810980796814,800,800,None,2026-01-05 23:16:24.488013
154,0.7300000190734863,0.6060749888420105,800,800,None,2026-01-05 23:16:24.787884
155,0.800000011920929,0.5958330035209656,800,800,None,2026-01-05 23:16:25.093475
156,0.7200000286102295,0.5412827134132385,800,800,None,2026-01-05 23:16:25.407908
157,0.7950000166893005,0.4402177035808563,800,800,None,2026-01-05 23:16:25.712196
158,0.8199999928474426,0.5139359831809998,800,800,None,2026-01-05 23:16:26.024474
159,0.7749999761581421,0.5236856937408447,800,800,None,2026-01-05 23:16:26.328385
160,0.7699999809265137,0.47924503684043884,800,800,None,2026-01-05 23:16:26.629260
161,0.8500000238418579,0.3722856640815735,800,800,None,2026-01-05 23:16:26.932926
162,0.8050000071525574,0.39629825949668884,800,800,None,2026-01-05 23:16:27.247742
163,0.7850000262260437,0.4454222023487091,800,800,None,2026-01-05 23:16:27.547670
164,0.7950000166893005,0.4385741353034973,800,800,None,2026-01-05 23:16:27.847257
165,0.699999988079071,0.5278278589248657,800,800,None,2026-01-05 23:16:28.153668
166,0.75,0.5038359761238098,800,800,None,2026-01-05 23:16:28.455531
167,0.7450000047683716,0.5458478331565857,800,800,None,2026-01-05 23:16:28.820604
168,0.8199999928474426,0.4332026243209839,800,800,None,2026-01-05 23:16:29.140304
169,0.7549999952316284,0.44347643852233887,800,800,None,2026-01-05 23:16:29.446932
170,0.8550000190734863,0.3443414568901062,800,800,None,2026-01-05 23:16:29.751684
171,0.7099999785423279,0.5330882668495178,800,800,None,2026-01-05 23:16:30.061165
172,0.7200000286102295,0.562256932258606,800,800,None,2026-01-05 23:16:30.362289
173,0.7900000214576721,0.43743449449539185,800,800,None,2026-01-05 23:16:30.671383
174,0.7749999761581421,0.4101901948451996,800,800,None,2026-01-05 23:16:30.973620
175,0.7699999809265137,0.46978798508644104,800,800,None,2026-01-05 23:16:31.280564
176,0.800000011920929,0.41995948553085327,800,800,None,2026-01-05 23:16:31.587841
177,0.75,0.44982051849365234,800,800,None,2026-01-05 23:16:31.890300
178,0.800000011920929,0.4207451641559601,800,800,None,2026-01-05 23:16:32.206011
179,0.7300000190734863,0.49154913425445557,800,800,None,2026-01-05 23:16:32.511509
180,0.800000011920929,0.4273422360420227,800,800,None,2026-01-05 23:16:32.835518
181,0.7799999713897705,0.5144347548484802,800,800,None,2026-01-05 23:16:33.152465
182,0.7900000214576721,0.4340033233165741,800,800,None,2026-01-05 23:16:33.462297
183,0.800000011920929,0.45786407589912415,800,800,None,2026-01-05 23:16:33.770436
184,0.75,0.4736822545528412,800,800,None,2026-01-05 23:16:34.090861
185,0.8100000023841858,0.44080057740211487,800,800,None,2026-01-05 23:16:34.402442
186,0.8050000071525574,0.4004991948604584,800,800,None,2026-01-05 23:16:34.712039
187,0.7450000047683716,0.5716652870178223,800,800,None,2026-01-05 23:16:35.028109
188,0.7799999713897705,0.4900203347206116,800,800,None,2026-01-05 23:16:35.334605
189,0.7850000262260437,0.47315075993537903,800,800,None,2026-01-05 23:16:35.638492
190,0.8100000023841858,0.453206866979599,800,800,None,2026-01-05 23:16:35.941106
191,0.7599999904632568,0.432125449180603,800,800,None,2026-01-05 23:16:36.311632
192,0.800000011920929,0.4267885088920593,800,800,None,2026-01-05 23:16:36.625219
193,0.7699999809265137,0.4892522692680359,800,800,None,2026-01-05 23:16:36.927137
194,0.7900000214576721,0.48815321922302246,800,800,None,2026-01-05 23:16:37.236984
195,0.7799999713897705,0.4737657606601715,800,800,None,2026-01-05 23:16:37.545592
196,0.8149999976158142,0.3946801722049713,800,800,None,2026-01-05 23:16:37.849853
197,0.8100000023841858,0.4445689022541046,800,800,None,2026-01-05 23:16:38.158779
198,0.7749999761581421,0.4604562520980835,800,800,None,2026-01-05 23:16:38.461074
199,0.7649999856948853,0.46961510181427,800,800,None,2026-01-05 23:16:38.765625
200,0.7850000262260437,0.4120280146598816,800,800,None,2026-01-05 23:16:39.090661
201,0.7649999856948853,0.47331759333610535,800,800,None,2026-01-05 23:16:39.392422
202,0.8399999737739563,0.42057880759239197,800,800,None,2026-01-05 23:16:39.695524
203,0.7699999809265137,0.4484414756298065,800,800,None,2026-01-05 23:16:39.991703
204,0.8050000071525574,0.43540504574775696,800,800,None,2026-01-05 23:16:40.317094
205,0.7649999856948853,0.45208513736724854,800,800,None,2026-01-05 23:16:40.624003
206,0.7950000166893005,0.4353691041469574,800,800,None,2026-01-05 23:16:40.931620
207,0.7450000047683716,0.4718683660030365,800,800,None,2026-01-05 23:16:41.245919
208,0.7300000190734863,0.8098013401031494,800,800,None,2026-01-05 23:16:41.552529
209,0.7699999809265137,0.5083478093147278,800,800,None,2026-01-05 23:16:41.863607
210,0.8199999928474426,0.433759868144989,800,800,None,2026-01-05 23:16:42.169158
211,0.7450000047683716,0.5306062698364258,800,800,None,2026-01-05 23:16:42.476397
212,0.7400000095367432,0.5048449039459229,800,800,None,2026-01-05 23:16:42.783287
213,0.75,0.6719764471054077,800,800,None,2026-01-05 23:16:43.089761
214,0.7400000095367432,0.5299774408340454,800,800,None,2026-01-05 23:16:43.394019
215,0.7850000262260437,0.4850078225135803,800,800,None,2026-01-05 23:16:43.696268
216,0.8199999928474426,0.38560131192207336,800,800,None,2026-01-05 23:16:44.016202
217,0.8100000023841858,0.434355229139328,800,800,None,2026-01-05 23:16:44.322766
218,0.800000011920929,0.4213106632232666,800,800,None,2026-01-05 23:16:44.626857
219,0.7900000214576721,0.40871143341064453,800,800,None,2026-01-05 23:16:44.933650
220,0.824999988079071,0.3829887807369232,800,800,None,2026-01-05 23:16:45.249738
221,0.7450000047683716,0.45383602380752563,800,800,None,2026-01-05 23:16:45.555338
222,0.7149999737739563,0.5167465209960938,800,800,None,2026-01-05 23:16:45.871724
223,0.7900000214576721,0.4478134512901306,800,800,None,2026-01-05 23:16:46.186358
224,0.8100000023841858,0.38872477412223816,800,800,None,2026-01-05 23:16:46.486904
225,0.75,0.5457853078842163,800,800,None,2026-01-05 23:16:46.788347
226,0.7699999809265137,0.47778385877609253,800,800,None,2026-01-05 23:16:47.097587
227,0.8199999928474426,0.41244906187057495,800,800,None,2026-01-05 23:16:47.404239
228,0.7850000262260437,0.4861712157726288,800,800,None,2026-01-05 23:16:47.725459
229,0.7200000286102295,0.5442619919776917,800,800,None,2026-01-05 23:16:48.042847
230,0.75,0.5202446579933167,800,800,None,2026-01-05 23:16:48.346837
231,0.8050000071525574,0.4700548052787781,800,800,None,2026-01-05 23:16:48.652180
232,0.7599999904632568,0.4678601920604706,800,800,None,2026-01-05 23:16:48.958340
233,0.7599999904632568,0.5021155476570129,800,800,None,2026-01-05 23:16:49.264384
234,0.824999988079071,0.3679531514644623,800,800,None,2026-01-05 23:16:49.566266
235,0.8299999833106995,0.3932707607746124,800,800,None,2026-01-05 23:16:49.868959
236,0.7850000262260437,0.4542132616043091,800,800,None,2026-01-05 23:16:50.178919
237,0.824999988079071,0.4115656912326813,800,800,None,2026-01-05 23:16:50.489148
238,0.75,0.4900158941745758,800,800,None,2026-01-05 23:16:50.817459
239,0.8299999833106995,0.3962193727493286,800,800,None,2026-01-05 23:16:51.123881
240,0.800000011920929,0.41988223791122437,800,800,None,2026-01-05 23:16:51.506506
241,0.7950000166893005,0.3857784569263458,800,800,None,2026-01-05 23:16:51.827559
242,0.7850000262260437,0.3967665135860443,800,800,None,2026-01-05 23:16:52.147186
243,0.7950000166893005,0.44657233357429504,800,800,None,2026-01-05 23:16:52.457182
244,0.6949999928474426,0.575294554233551,800,800,None,2026-01-05 23:16:52.781916
245,0.7400000095367432,0.5454251170158386,800,800,None,2026-01-05 23:16:53.090774
246,0.7799999713897705,0.4838351905345917,800,800,None,2026-01-05 23:16:53.394833
247,0.7450000047683716,0.48981964588165283,800,800,None,2026-01-05 23:16:53.696912
248,0.800000011920929,0.4308793246746063,800,800,None,2026-01-05 23:16:53.997335
249,0.824999988079071,0.3673338294029236,800,800,None,2026-01-05 23:16:54.307658
250,0.7549999952316284,0.47616851329803467,800,800,None,2026-01-05 23:16:54.606740
251,0.800000011920929,0.43304741382598877,800,800,None,2026-01-05 23:16:54.911691
252,0.7749999761581421,0.43303120136260986,800,800,None,2026-01-05 23:16:55.231606
253,0.7300000190734863,0.514491081237793,800,800,None,2026-01-05 23:16:55.536713
254,0.6850000023841858,0.6802790760993958,800,800,None,2026-01-05 23:16:55.842295
255,0.7599999904632568,0.6802352070808411,800,800,None,2026-01-05 23:16:56.153464
256,0.7049999833106995,0.5809481143951416,800,800,None,2026-01-05 23:16:56.463434
257,0.7749999761581421,0.4793059527873993,800,800,None,2026-01-05 23:16:56.774737
258,0.8199999928474426,0.38908839225769043,800,800,None,2026-01-05 23:16:57.088051
259,0.7850000262260437,0.5671644806861877,800,800,None,2026-01-05 23:16:57.394600
260,0.8149999976158142,0.39083775877952576,800,800,None,2026-01-05 23:16:57.698455
261,0.75,0.5309507250785828,800,800,None,2026-01-05 23:16:58.014314
262,0.7850000262260437,0.4481048285961151,800,800,None,2026-01-05 23:16:58.318965
263,0.7599999904632568,0.4409271478652954,800,800,None,2026-01-05 23:16:58.625821
264,0.7300000190734863,0.5505123734474182,800,800,None,2026-01-05 23:16:58.941698
265,0.7749999761581421,0.4592129588127136,800,800,None,2026-01-05 23:16:59.255455
266,0.800000011920929,0.43703949451446533,800,800,None,2026-01-05 23:16:59.562298
267,0.7850000262260437,0.46680134534835815,800,800,None,2026-01-05 23:16:59.867885
268,0.8100000023841858,0.42891451716423035,800,800,None,2026-01-05 23:17:00.177956
269,0.7649999856948853,0.5757213830947876,800,800,None,2026-01-05 23:17:00.483995
270,0.7300000190734863,0.530501663684845,800,800,None,2026-01-05 23:17:00.785374
271,0.8100000023841858,0.4943138360977173,800,800,None,2026-01-05 23:17:01.092886
272,0.7649999856948853,0.4692506492137909,800,800,None,2026-01-05 23:17:01.393217
273,0.75,0.44835376739501953,800,800,None,2026-01-05 23:17:01.698047
274,0.7649999856948853,0.47790008783340454,800,800,None,2026-01-05 23:17:02.001586
275,0.8600000143051147,0.34086304903030396,800,800,None,2026-01-05 23:17:02.304131
276,0.7799999713897705,0.4567737281322479,800,800,None,2026-01-05 23:17:02.619867
277,0.8149999976158142,0.4238377809524536,800,800,None,2026-01-05 23:17:02.929214
278,0.7400000095367432,0.5607041120529175,800,800,None,2026-01-05 23:17:03.244605
279,0.7649999856948853,0.47115790843963623,800,800,None,2026-01-05 23:17:03.548313
280,0.7799999713897705,0.4775312840938568,800,800,None,2026-01-05 23:17:03.949352
281,0.7450000047683716,0.5682014226913452,800,800,None,2026-01-05 23:17:04.363867
282,0.7350000143051147,0.5217419266700745,800,800,None,2026-01-05 23:17:04.701345
283,0.8100000023841858,0.49515074491500854,800,800,None,2026-01-05 23:17:05.037862
284,0.8100000023841858,0.3916390538215637,800,800,None,2026-01-05 23:17:05.379975
285,0.7599999904632568,0.45267921686172485,800,800,None,2026-01-05 23:17:05.716986
286,0.7699999809265137,0.5082383155822754,800,800,None,2026-01-05 23:17:06.057453
287,0.7799999713897705,0.43395739793777466,800,800,None,2026-01-05 23:17:06.396284
288,0.8149999976158142,0.5269426107406616,800,800,None,2026-01-05 23:17:06.735846
289,0.7749999761581421,0.44709041714668274,800,800,None,2026-01-05 23:17:07.088390
290,0.7850000262260437,0.46877825260162354,800,800,None,2026-01-05 23:17:07.510861
291,0.7900000214576721,0.41044601798057556,800,800,None,2026-01-05 23:17:07.823289
292,0.75,0.4557419717311859,800,800,None,2026-01-05 23:17:08.141393
293,0.7749999761581421,0.4635874927043915,800,800,None,2026-01-05 23:17:08.452871
294,0.7200000286102295,0.4982849955558777,800,800,None,2026-01-05 23:17:08.765274
295,0.7699999809265137,0.5079309344291687,800,800,None,2026-01-05 23:17:09.075017
296,0.7200000286102295,0.4834030866622925,800,800,None,2026-01-05 23:17:09.375675
297,0.7749999761581421,0.4297696352005005,800,800,None,2026-01-05 23:17:09.676425
298,0.8399999737739563,0.3827815651893616,800,800,None,2026-01-05 23:17:09.979224
299,0.7749999761581421,0.4507293999195099,800,800,None,2026-01-05 23:17:10.281218
300,0.8149999976158142,0.4009634256362915,800,800,None,2026-01-05 23:17:10.602143
301,0.7649999856948853,0.4355623722076416,800,800,None,2026-01-05 23:17:10.908738
302,0.8299999833106995,0.4041315019130707,800,800,None,2026-01-05 23:17:11.243097
303,0.7850000262260437,0.46228888630867004,800,800,None,2026-01-05 23:17:11.565024
304,0.824999988079071,0.3298361599445343,800,800,None,2026-01-05 23:17:11.875650
305,0.7350000143051147,0.506511926651001,800,800,None,2026-01-05 23:17:12.182928
306,0.8100000023841858,0.4285738468170166,800,800,None,2026-01-05 23:17:12.490227
307,0.8349999785423279,0.372218519449234,800,800,None,2026-01-05 23:17:12.795669
308,0.7950000166893005,0.5000833868980408,800,800,None,2026-01-05 23:17:13.103988
309,0.7799999713897705,0.4582984447479248,800,800,None,2026-01-05 23:17:13.407022
310,0.7900000214576721,0.43994224071502686,800,800,None,2026-01-05 23:17:13.710069
311,0.7400000095367432,0.5249751806259155,800,800,None,2026-01-05 23:17:14.036418
312,0.7950000166893005,0.4156076908111572,800,800,None,2026-01-05 23:17:14.355482
313,0.800000011920929,0.44582951068878174,800,800,None,2026-01-05 23:17:14.677788
314,0.7599999904632568,0.5035340785980225,800,800,None,2026-01-05 23:17:14.994639
315,0.8100000023841858,0.46639934182167053,800,800,None,2026-01-05 23:17:15.307238
316,0.7200000286102295,0.4909488260746002,800,800,None,2026-01-05 23:17:15.610980
317,0.8450000286102295,0.3770502209663391,800,800,None,2026-01-05 23:17:15.951142
318,0.8149999976158142,0.38779228925704956,800,800,None,2026-01-05 23:17:16.257099
319,0.7599999904632568,0.44974255561828613,800,800,None,2026-01-05 23:17:16.560123
320,0.7549999952316284,0.4826510548591614,800,800,None,2026-01-05 23:17:16.861106
321,0.7950000166893005,0.41056567430496216,800,800,None,2026-01-05 23:17:17.169198
322,0.8299999833106995,0.38623687624931335,800,800,None,2026-01-05 23:17:17.471769
323,0.7649999856948853,0.46036309003829956,800,800,None,2026-01-05 23:17:17.767655
324,0.7850000262260437,0.4409985840320587,800,800,None,2026-01-05 23:17:18.089174
325,0.7799999713897705,0.419292151927948,800,800,None,2026-01-05 23:17:18.399629
326,0.8399999737739563,0.3613181412220001,800,800,None,2026-01-05 23:17:18.708184
327,0.800000011920929,0.4651931822299957,800,800,None,2026-01-05 23:17:19.021678
328,0.800000011920929,0.4795827567577362,800,800,None,2026-01-05 23:17:19.325854
329,0.7749999761581421,0.44264888763427734,800,800,None,2026-01-05 23:17:19.634995
330,0.7900000214576721,0.7303064465522766,800,800,None,2026-01-05 23:17:20.002694
331,0.7200000286102295,0.5478704571723938,800,800,None,2026-01-05 23:17:20.320228
