round,accuracy,loss,bytes_received,bytes_sent,timestamp
495,-1,-1,220,220,2026-01-04 16:37:42.740410
496,-1,-1,220,220,2026-01-04 16:37:42.776354
497,-1,-1,220,220,2026-01-04 16:37:42.820382
498,-1,-1,220,220,2026-01-04 16:37:42.848311
499,-1,-1,220,220,2026-01-04 16:37:42.867647
500,-1,-1,220,220,2026-01-04 16:37:42.891271
501,-1,-1,220,220,2026-01-04 16:37:42.917942
502,-1,-1,220,220,2026-01-04 16:37:42.947717
503,-1,-1,220,220,2026-01-04 16:37:42.976350
504,-1,-1,220,220,2026-01-04 16:37:43.009179
505,-1,-1,220,220,2026-01-04 16:37:43.045074
506,-1,-1,220,220,2026-01-04 16:37:43.078256
507,-1,-1,220,220,2026-01-04 16:37:43.116031
508,-1,-1,220,220,2026-01-04 16:37:43.155057
509,-1,-1,220,220,2026-01-04 16:37:43.191659
510,-1,-1,220,220,2026-01-04 16:37:43.222439
511,-1,-1,220,220,2026-01-04 16:37:43.261700
512,-1,-1,220,220,2026-01-04 16:37:43.292281
513,-1,-1,220,220,2026-01-04 16:37:43.333817
514,-1,-1,220,220,2026-01-04 16:37:43.368007
515,-1,-1,220,220,2026-01-04 16:37:43.404266
516,-1,-1,220,220,2026-01-04 16:37:43.446091
517,-1,-1,220,220,2026-01-04 16:37:43.476631
518,-1,-1,220,220,2026-01-04 16:37:43.508918
519,-1,-1,220,220,2026-01-04 16:37:43.534151
520,-1,-1,220,220,2026-01-04 16:37:43.566621
521,-1,-1,220,220,2026-01-04 16:37:43.598746
522,-1,-1,220,220,2026-01-04 16:37:43.647274
523,-1,-1,220,220,2026-01-04 16:37:43.679609
524,-1,-1,220,220,2026-01-04 16:37:43.724750
525,-1,-1,220,220,2026-01-04 16:37:43.749206
526,-1,-1,220,220,2026-01-04 16:37:43.774232
527,-1,-1,220,220,2026-01-04 16:37:43.805755
528,-1,-1,220,220,2026-01-04 16:37:43.841280
529,-1,-1,220,220,2026-01-04 16:37:43.877175
530,-1,-1,220,220,2026-01-04 16:37:43.911649
531,-1,-1,220,220,2026-01-04 16:37:43.957431
532,-1,-1,220,220,2026-01-04 16:37:43.979297
533,-1,-1,220,220,2026-01-04 16:37:44.012051
534,-1,-1,220,220,2026-01-04 16:37:44.046903
535,-1,-1,220,220,2026-01-04 16:37:44.073293
536,-1,-1,220,220,2026-01-04 16:37:44.116809
537,-1,-1,220,220,2026-01-04 16:37:44.155528
538,-1,-1,220,220,2026-01-04 16:37:44.176330
539,-1,-1,220,220,2026-01-04 16:37:44.200414
540,-1,-1,220,220,2026-01-04 16:37:44.238190
541,-1,-1,220,220,2026-01-04 16:37:44.267594
542,-1,-1,220,220,2026-01-04 16:37:44.300523
543,-1,-1,220,220,2026-01-04 16:37:44.325258
544,-1,-1,220,220,2026-01-04 16:37:44.359826
545,-1,-1,220,220,2026-01-04 16:37:44.380235
546,-1,-1,220,220,2026-01-04 16:37:44.414620
547,-1,-1,220,220,2026-01-04 16:37:44.458312
548,-1,-1,220,220,2026-01-04 16:37:44.491177
549,-1,-1,220,220,2026-01-04 16:37:44.527822
550,-1,-1,220,220,2026-01-04 16:37:44.552828
551,-1,-1,220,220,2026-01-04 16:37:44.585600
552,-1,-1,220,220,2026-01-04 16:37:44.623791
553,-1,-1,220,220,2026-01-04 16:37:44.648886
554,-1,-1,220,220,2026-01-04 16:37:44.682730
555,-1,-1,220,220,2026-01-04 16:37:44.714641
556,-1,-1,220,220,2026-01-04 16:37:44.749656
557,-1,-1,220,220,2026-01-04 16:37:44.797080
558,-1,-1,220,220,2026-01-04 16:37:44.833900
559,-1,-1,220,220,2026-01-04 16:37:44.866888
560,-1,-1,220,220,2026-01-04 16:37:44.898388
561,-1,-1,220,220,2026-01-04 16:37:44.921664
562,-1,-1,220,220,2026-01-04 16:37:44.948740
563,-1,-1,220,220,2026-01-04 16:37:44.975334
564,-1,-1,220,220,2026-01-04 16:37:45.001985
565,-1,-1,220,220,2026-01-04 16:37:45.029306
566,-1,-1,220,220,2026-01-04 16:37:45.070017
567,-1,-1,220,220,2026-01-04 16:37:45.094694
568,-1,-1,220,220,2026-01-04 16:37:45.125778
569,-1,-1,220,220,2026-01-04 16:37:45.162385
570,-1,-1,220,220,2026-01-04 16:37:45.197329
571,-1,-1,220,220,2026-01-04 16:37:45.228417
572,-1,-1,220,220,2026-01-04 16:37:45.253361
573,-1,-1,220,220,2026-01-04 16:37:45.280607
574,-1,-1,220,220,2026-01-04 16:37:45.314067
575,-1,-1,220,220,2026-01-04 16:37:45.339431
576,-1,-1,220,220,2026-01-04 16:37:45.387452
577,-1,-1,220,220,2026-01-04 16:37:45.411701
578,-1,-1,220,220,2026-01-04 16:37:45.444008
579,-1,-1,220,220,2026-01-04 16:37:45.476287
580,-1,-1,220,220,2026-01-04 16:37:45.518953
581,-1,-1,220,220,2026-01-04 16:37:45.552680
582,-1,-1,220,220,2026-01-04 16:37:45.592296
583,-1,-1,220,220,2026-01-04 16:37:45.642592
584,-1,-1,220,220,2026-01-04 16:37:45.684877
585,-1,-1,220,220,2026-01-04 16:37:45.806859
586,-1,-1,220,220,2026-01-04 16:37:45.910644
587,-1,-1,220,220,2026-01-04 16:37:45.947335
588,-1,-1,220,220,2026-01-04 16:37:46.065109
589,-1,-1,220,220,2026-01-04 16:37:46.080922
590,-1,-1,220,220,2026-01-04 16:37:46.182618
591,-1,-1,220,220,2026-01-04 16:37:46.217557
592,-1,-1,220,220,2026-01-04 16:37:46.327969
593,-1,-1,220,220,2026-01-04 16:37:46.352463
594,-1,-1,220,220,2026-01-04 16:37:46.459880
595,-1,-1,220,220,2026-01-04 16:37:46.483724
596,-1,-1,220,220,2026-01-04 16:37:46.585710
597,-1,-1,220,220,2026-01-04 16:37:46.600890
598,-1,-1,220,220,2026-01-04 16:37:46.623108
599,-1,-1,220,220,2026-01-04 16:37:46.732497
600,-1,-1,220,220,2026-01-04 16:37:46.758236
601,-1,-1,220,220,2026-01-04 16:37:46.894996
602,-1,-1,220,220,2026-01-04 16:37:46.911931
603,-1,-1,220,220,2026-01-04 16:37:47.057226
604,-1,-1,220,220,2026-01-04 16:37:47.073541
605,-1,-1,220,220,2026-01-04 16:37:47.098600
606,-1,-1,220,220,2026-01-04 16:37:47.234519
607,-1,-1,220,220,2026-01-04 16:37:47.252474
608,-1,-1,220,220,2026-01-04 16:37:47.394634
609,-1,-1,220,220,2026-01-04 16:37:47.407386
610,-1,-1,220,220,2026-01-04 16:37:47.427019
611,-1,-1,220,220,2026-01-04 16:37:47.566530
612,-1,-1,220,220,2026-01-04 16:37:47.580838
613,-1,-1,220,220,2026-01-04 16:37:47.602968
614,-1,-1,220,220,2026-01-04 16:37:47.909004
615,-1,-1,220,220,2026-01-04 16:37:47.926780
616,-1,-1,220,220,2026-01-04 16:37:48.069829
617,-1,-1,220,220,2026-01-04 16:37:48.082495
618,-1,-1,220,220,2026-01-04 16:37:48.097075
619,-1,-1,220,220,2026-01-04 16:37:48.242434
620,-1,-1,220,220,2026-01-04 16:37:48.256799
621,-1,-1,220,220,2026-01-04 16:37:48.406326
622,-1,-1,220,220,2026-01-04 16:37:48.424148
623,-1,-1,220,220,2026-01-04 16:37:48.450914
624,-1,-1,220,220,2026-01-04 16:37:48.585443
625,-1,-1,220,220,2026-01-04 16:37:48.607824
626,-1,-1,220,220,2026-01-04 16:37:48.743958
627,-1,-1,220,220,2026-01-04 16:37:48.763133
628,-1,-1,220,220,2026-01-04 16:37:48.786946
629,-1,-1,220,220,2026-01-04 16:37:48.922763
630,-1,-1,220,220,2026-01-04 16:37:48.949845
631,-1,-1,220,220,2026-01-04 16:37:49.090954
632,-1,-1,220,220,2026-01-04 16:37:49.114848
633,-1,-1,220,220,2026-01-04 16:37:49.251195
634,-1,-1,220,220,2026-01-04 16:37:49.266378
635,-1,-1,220,220,2026-01-04 16:37:49.286297
636,-1,-1,220,220,2026-01-04 16:37:49.309053
637,-1,-1,220,220,2026-01-04 16:37:49.333103
638,-1,-1,220,220,2026-01-04 16:37:49.357980
639,-1,-1,220,220,2026-01-04 16:37:49.386647
640,-1,-1,220,220,2026-01-04 16:37:49.418546
641,-1,-1,220,220,2026-01-04 16:37:49.461956
642,-1,-1,220,220,2026-01-04 16:37:49.495451
643,-1,-1,220,220,2026-01-04 16:37:49.543155
644,-1,-1,220,220,2026-01-04 16:37:49.577071
645,-1,-1,220,220,2026-01-04 16:37:49.611910
646,-1,-1,220,220,2026-01-04 16:37:49.642335
647,-1,-1,220,220,2026-01-04 16:37:49.665391
648,-1,-1,220,220,2026-01-04 16:37:49.701999
649,-1,-1,220,220,2026-01-04 16:37:49.728518
650,-1,-1,220,220,2026-01-04 16:37:49.759689
651,-1,-1,220,220,2026-01-04 16:37:49.788928
652,-1,-1,220,220,2026-01-04 16:37:49.833046
653,-1,-1,220,220,2026-01-04 16:37:49.858721
654,-1,-1,220,220,2026-01-04 16:37:49.892628
655,-1,-1,220,220,2026-01-04 16:37:49.918633
656,-1,-1,220,220,2026-01-04 16:37:49.940316
657,-1,-1,220,220,2026-01-04 16:37:49.973019
658,-1,-1,220,220,2026-01-04 16:37:50.017584
659,-1,-1,220,220,2026-01-04 16:37:50.040580
660,-1,-1,220,220,2026-01-04 16:37:50.073370
661,-1,-1,220,220,2026-01-04 16:37:50.107106
662,-1,-1,220,220,2026-01-04 16:37:50.138416
663,-1,-1,220,220,2026-01-04 16:37:50.166729
664,-1,-1,220,220,2026-01-04 16:37:50.203320
665,-1,-1,220,220,2026-01-04 16:37:50.248966
666,-1,-1,220,220,2026-01-04 16:37:50.288414
667,-1,-1,220,220,2026-01-04 16:37:50.346874
668,-1,-1,220,220,2026-01-04 16:37:50.368629
669,-1,-1,220,220,2026-01-04 16:37:50.412741
670,-1,-1,220,220,2026-01-04 16:37:50.453405
671,-1,-1,220,220,2026-01-04 16:37:50.491727
672,-1,-1,220,220,2026-01-04 16:37:50.527506
673,-1,-1,220,220,2026-01-04 16:37:50.555325
674,-1,-1,220,220,2026-01-04 16:37:50.586570
675,-1,-1,220,220,2026-01-04 16:37:50.616789
676,-1,-1,220,220,2026-01-04 16:37:50.641970
677,-1,-1,220,220,2026-01-04 16:37:50.687146
678,-1,-1,220,220,2026-01-04 16:37:50.711098
679,-1,-1,220,220,2026-01-04 16:37:50.764006
680,-1,-1,220,220,2026-01-04 16:37:50.796916
681,-1,-1,220,220,2026-01-04 16:37:50.833837
682,-1,-1,220,220,2026-01-04 16:37:50.872154
683,-1,-1,220,220,2026-01-04 16:37:50.902401
684,-1,-1,220,220,2026-01-04 16:37:50.928967
685,-1,-1,220,220,2026-01-04 16:37:50.958832
686,-1,-1,220,220,2026-01-04 16:37:51.000059
687,-1,-1,220,220,2026-01-04 16:37:51.023238
688,-1,-1,220,220,2026-01-04 16:37:51.041594
689,-1,-1,220,220,2026-01-04 16:37:51.072067
690,-1,-1,220,220,2026-01-04 16:37:51.098559
691,-1,-1,220,220,2026-01-04 16:37:51.135549
692,-1,-1,220,220,2026-01-04 16:37:51.164850
693,-1,-1,220,220,2026-01-04 16:37:51.201441
694,-1,-1,220,220,2026-01-04 16:37:51.230066
695,-1,-1,220,220,2026-01-04 16:37:51.256270
696,-1,-1,220,220,2026-01-04 16:37:51.285988
697,-1,-1,220,220,2026-01-04 16:37:51.320918
698,-1,-1,220,220,2026-01-04 16:37:51.348932
699,-1,-1,220,220,2026-01-04 16:37:51.374835
700,-1,-1,220,220,2026-01-04 16:37:51.410371
701,-1,-1,220,220,2026-01-04 16:37:51.438634
702,-1,-1,220,220,2026-01-04 16:37:51.459055
703,-1,-1,220,220,2026-01-04 16:37:51.490822
704,-1,-1,220,220,2026-01-04 16:37:51.518903
705,-1,-1,220,220,2026-01-04 16:37:51.547838
706,-1,-1,220,220,2026-01-04 16:37:51.564378
707,-1,-1,220,220,2026-01-04 16:37:51.592291
708,-1,-1,220,220,2026-01-04 16:37:51.607753
709,-1,-1,220,220,2026-01-04 16:37:51.627004
710,-1,-1,220,220,2026-01-04 16:37:51.655869
711,-1,-1,220,220,2026-01-04 16:37:51.682076
712,-1,-1,220,220,2026-01-04 16:37:51.704079
713,-1,-1,220,220,2026-01-04 16:37:51.727120
714,-1,-1,220,220,2026-01-04 16:37:51.767885
715,-1,-1,220,220,2026-01-04 16:37:51.805439
716,-1,-1,220,220,2026-01-04 16:37:51.834208
717,-1,-1,220,220,2026-01-04 16:37:51.862566
718,-1,-1,220,220,2026-01-04 16:37:51.894492
719,-1,-1,220,220,2026-01-04 16:37:51.923081
720,-1,-1,220,220,2026-01-04 16:37:51.953407
721,-1,-1,220,220,2026-01-04 16:37:51.982682
722,-1,-1,220,220,2026-01-04 16:37:52.026517
723,-1,-1,220,220,2026-01-04 16:37:52.056045
724,-1,-1,220,220,2026-01-04 16:37:52.091657
725,-1,-1,220,220,2026-01-04 16:37:52.132341
726,-1,-1,220,220,2026-01-04 16:37:52.163008
727,-1,-1,220,220,2026-01-04 16:37:52.191792
728,-1,-1,220,220,2026-01-04 16:37:52.225456
729,-1,-1,220,220,2026-01-04 16:37:52.261677
730,-1,-1,220,220,2026-01-04 16:37:52.299634
731,-1,-1,220,220,2026-01-04 16:37:52.334275
732,-1,-1,220,220,2026-01-04 16:37:52.365550
733,-1,-1,220,220,2026-01-04 16:37:52.397752
734,-1,-1,220,220,2026-01-04 16:37:52.426781
735,-1,-1,220,220,2026-01-04 16:37:52.459497
736,-1,-1,220,220,2026-01-04 16:37:52.490587
737,-1,-1,220,220,2026-01-04 16:37:52.525786
738,-1,-1,220,220,2026-01-04 16:37:52.554665
739,-1,-1,220,220,2026-01-04 16:37:52.582605
740,-1,-1,220,220,2026-01-04 16:37:52.609012
741,-1,-1,220,220,2026-01-04 16:37:52.638983
742,-1,-1,220,220,2026-01-04 16:37:52.668658
743,-1,-1,220,220,2026-01-04 16:37:52.704306
744,-1,-1,220,220,2026-01-04 16:37:52.750113
745,-1,-1,220,220,2026-01-04 16:37:52.787717
746,-1,-1,220,220,2026-01-04 16:37:52.814121
747,-1,-1,220,220,2026-01-04 16:37:52.845895
748,-1,-1,220,220,2026-01-04 16:37:52.881768
749,-1,-1,220,220,2026-01-04 16:37:52.914496
750,-1,-1,220,220,2026-01-04 16:37:52.941138
751,-1,-1,220,220,2026-01-04 16:37:52.967071
752,-1,-1,220,220,2026-01-04 16:37:53.024555
753,-1,-1,220,220,2026-01-04 16:37:53.069259
754,-1,-1,220,220,2026-01-04 16:37:53.108749
755,-1,-1,220,220,2026-01-04 16:37:53.143719
756,-1,-1,220,220,2026-01-04 16:37:53.177781
757,-1,-1,220,220,2026-01-04 16:37:53.207050
758,-1,-1,220,220,2026-01-04 16:37:53.232107
759,-1,-1,220,220,2026-01-04 16:37:53.274554
760,-1,-1,220,220,2026-01-04 16:37:53.298143
761,-1,-1,220,220,2026-01-04 16:37:53.330841
762,-1,-1,220,220,2026-01-04 16:37:53.357513
763,-1,-1,220,220,2026-01-04 16:37:53.394562
764,-1,-1,220,220,2026-01-04 16:37:53.429596
765,-1,-1,220,220,2026-01-04 16:37:53.461623
766,-1,-1,220,220,2026-01-04 16:37:53.494815
767,-1,-1,220,220,2026-01-04 16:37:53.537195
768,-1,-1,220,220,2026-01-04 16:37:53.562399
769,-1,-1,220,220,2026-01-04 16:37:53.591165
770,-1,-1,220,220,2026-01-04 16:37:53.623532
771,-1,-1,220,220,2026-01-04 16:37:53.656838
772,-1,-1,220,220,2026-01-04 16:37:53.684097
773,-1,-1,220,220,2026-01-04 16:37:53.719470
774,-1,-1,220,220,2026-01-04 16:37:53.750102
775,-1,-1,220,220,2026-01-04 16:37:53.791118
776,-1,-1,220,220,2026-01-04 16:37:53.818691
777,-1,-1,220,220,2026-01-04 16:37:53.866307
778,-1,-1,220,220,2026-01-04 16:37:53.889361
779,-1,-1,220,220,2026-01-04 16:37:53.917777
780,-1,-1,220,220,2026-01-04 16:37:53.942402
781,-1,-1,220,220,2026-01-04 16:37:53.973156
782,-1,-1,220,220,2026-01-04 16:37:54.006332
783,-1,-1,220,220,2026-01-04 16:37:54.037636
784,-1,-1,220,220,2026-01-04 16:37:54.070955
785,-1,-1,220,220,2026-01-04 16:37:54.096332
786,-1,-1,220,220,2026-01-04 16:37:54.130779
787,-1,-1,220,220,2026-01-04 16:37:54.153849
788,-1,-1,220,220,2026-01-04 16:37:54.184454
789,-1,-1,220,220,2026-01-04 16:37:54.217931
790,-1,-1,220,220,2026-01-04 16:37:54.258681
791,-1,-1,220,220,2026-01-04 16:37:54.291439
792,-1,-1,220,220,2026-01-04 16:37:54.315980
793,-1,-1,220,220,2026-01-04 16:37:54.350045
794,-1,-1,220,220,2026-01-04 16:37:54.385061
795,-1,-1,220,220,2026-01-04 16:37:54.417762
796,-1,-1,220,220,2026-01-04 16:37:54.453949
797,-1,-1,220,220,2026-01-04 16:37:54.481471
798,-1,-1,220,220,2026-01-04 16:37:54.512015
799,-1,-1,220,220,2026-01-04 16:37:54.545087
800,-1,-1,220,220,2026-01-04 16:37:54.592852
801,-1,-1,220,220,2026-01-04 16:37:54.625464
802,-1,-1,220,220,2026-01-04 16:37:54.656207
803,-1,-1,220,220,2026-01-04 16:37:54.691758
804,-1,-1,220,220,2026-01-04 16:37:54.745412
805,-1,-1,220,220,2026-01-04 16:37:54.764657
806,-1,-1,220,220,2026-01-04 16:37:54.785665
807,-1,-1,220,220,2026-01-04 16:37:54.808657
808,-1,-1,220,220,2026-01-04 16:37:54.846067
809,-1,-1,220,220,2026-01-04 16:37:54.875444
810,-1,-1,220,220,2026-01-04 16:37:54.907441
811,-1,-1,220,220,2026-01-04 16:37:54.928524
812,-1,-1,220,220,2026-01-04 16:37:54.949971
813,-1,-1,220,220,2026-01-04 16:37:54.967130
814,-1,-1,220,220,2026-01-04 16:37:54.994486
815,-1,-1,220,220,2026-01-04 16:37:55.023325
816,-1,-1,220,220,2026-01-04 16:37:55.057047
817,-1,-1,220,220,2026-01-04 16:37:55.094087
818,-1,-1,220,220,2026-01-04 16:37:55.118130
819,-1,-1,220,220,2026-01-04 16:37:55.147029
820,-1,-1,220,220,2026-01-04 16:37:55.192882
821,-1,-1,220,220,2026-01-04 16:37:55.219315
822,-1,-1,220,220,2026-01-04 16:37:55.243846
823,-1,-1,220,220,2026-01-04 16:37:55.272690
824,-1,-1,220,220,2026-01-04 16:37:55.299144
825,-1,-1,220,220,2026-01-04 16:37:55.325357
826,-1,-1,220,220,2026-01-04 16:37:55.357235
827,-1,-1,220,220,2026-01-04 16:37:55.379091
828,-1,-1,220,220,2026-01-04 16:37:55.399526
829,-1,-1,220,220,2026-01-04 16:37:55.435909
830,-1,-1,220,220,2026-01-04 16:37:55.477619
831,-1,-1,220,220,2026-01-04 16:37:55.513357
832,-1,-1,220,220,2026-01-04 16:37:55.544296
833,-1,-1,220,220,2026-01-04 16:37:55.566612
834,-1,-1,220,220,2026-01-04 16:37:55.588917
835,-1,-1,220,220,2026-01-04 16:37:55.607062
836,-1,-1,220,220,2026-01-04 16:37:55.636415
837,-1,-1,220,220,2026-01-04 16:37:55.668545
838,-1,-1,220,220,2026-01-04 16:37:55.700585
839,-1,-1,220,220,2026-01-04 16:37:55.735285
840,-1,-1,220,220,2026-01-04 16:37:55.766062
841,-1,-1,220,220,2026-01-04 16:37:55.792439
842,-1,-1,220,220,2026-01-04 16:37:55.828251
843,-1,-1,220,220,2026-01-04 16:37:55.857165
844,-1,-1,220,220,2026-01-04 16:37:55.886438
845,-1,-1,220,220,2026-01-04 16:37:55.926444
846,-1,-1,220,220,2026-01-04 16:37:55.970515
847,-1,-1,220,220,2026-01-04 16:37:55.994588
848,-1,-1,220,220,2026-01-04 16:37:56.035245
849,-1,-1,220,220,2026-01-04 16:37:56.072008
850,-1,-1,220,220,2026-01-04 16:37:56.116108
851,-1,-1,220,220,2026-01-04 16:37:56.147076
852,-1,-1,220,220,2026-01-04 16:37:56.179902
853,-1,-1,220,220,2026-01-04 16:37:56.207154
854,-1,-1,220,220,2026-01-04 16:37:56.229202
855,-1,-1,220,220,2026-01-04 16:37:56.256446
856,-1,-1,220,220,2026-01-04 16:37:56.295791
857,-1,-1,220,220,2026-01-04 16:37:56.330509
858,-1,-1,220,220,2026-01-04 16:37:56.361465
859,-1,-1,220,220,2026-01-04 16:37:56.389294
860,-1,-1,220,220,2026-01-04 16:37:56.407161
861,-1,-1,220,220,2026-01-04 16:37:56.429101
862,-1,-1,220,220,2026-01-04 16:37:56.462335
863,-1,-1,220,220,2026-01-04 16:37:56.518050
864,-1,-1,220,220,2026-01-04 16:37:56.553221
865,-1,-1,220,220,2026-01-04 16:37:56.577390
866,-1,-1,220,220,2026-01-04 16:37:56.608721
867,-1,-1,220,220,2026-01-04 16:37:56.651049
868,-1,-1,220,220,2026-01-04 16:37:56.693640
869,-1,-1,220,220,2026-01-04 16:37:56.733629
870,-1,-1,220,220,2026-01-04 16:37:56.769124
871,-1,-1,220,220,2026-01-04 16:37:56.800511
872,-1,-1,220,220,2026-01-04 16:37:56.837208
873,-1,-1,220,220,2026-01-04 16:37:56.875935
874,-1,-1,220,220,2026-01-04 16:37:56.912935
875,-1,-1,220,220,2026-01-04 16:37:56.946295
876,-1,-1,220,220,2026-01-04 16:37:56.981348
877,-1,-1,220,220,2026-01-04 16:37:57.014870
878,-1,-1,220,220,2026-01-04 16:37:57.058060
879,-1,-1,220,220,2026-01-04 16:37:57.093598
880,-1,-1,220,220,2026-01-04 16:37:57.135298
881,-1,-1,220,220,2026-01-04 16:37:57.169527
882,-1,-1,220,220,2026-01-04 16:37:57.201710
883,-1,-1,220,220,2026-01-04 16:37:57.250592
884,-1,-1,220,220,2026-01-04 16:37:57.279797
885,-1,-1,220,220,2026-01-04 16:37:57.308305
886,-1,-1,220,220,2026-01-04 16:37:57.334502
887,-1,-1,220,220,2026-01-04 16:37:57.369256
888,-1,-1,220,220,2026-01-04 16:37:57.410097
889,-1,-1,220,220,2026-01-04 16:37:57.442046
890,-1,-1,220,220,2026-01-04 16:37:57.464954
891,-1,-1,220,220,2026-01-04 16:37:57.497767
892,-1,-1,220,220,2026-01-04 16:37:57.529815
893,-1,-1,220,220,2026-01-04 16:37:57.565239
894,-1,-1,220,220,2026-01-04 16:37:57.597263
895,-1,-1,220,220,2026-01-04 16:37:57.627224
896,-1,-1,220,220,2026-01-04 16:37:57.658227
897,-1,-1,220,220,2026-01-04 16:37:57.677064
898,-1,-1,220,220,2026-01-04 16:37:57.707140
899,-1,-1,220,220,2026-01-04 16:37:57.739012
900,-1,-1,220,220,2026-01-04 16:37:57.770545
901,-1,-1,220,220,2026-01-04 16:37:57.800004
902,-1,-1,220,220,2026-01-04 16:37:57.832245
903,-1,-1,220,220,2026-01-04 16:37:57.858809
904,-1,-1,220,220,2026-01-04 16:37:57.890571
905,-1,-1,220,220,2026-01-04 16:37:57.915887
906,-1,-1,220,220,2026-01-04 16:37:57.949968
907,-1,-1,220,220,2026-01-04 16:37:57.993472
908,-1,-1,220,220,2026-01-04 16:37:58.015728
909,-1,-1,220,220,2026-01-04 16:37:58.043806
910,-1,-1,220,220,2026-01-04 16:37:58.078967
911,-1,-1,220,220,2026-01-04 16:37:58.117959
912,-1,-1,220,220,2026-01-04 16:37:58.155893
913,-1,-1,220,220,2026-01-04 16:37:58.185200
914,-1,-1,220,220,2026-01-04 16:37:58.216498
915,-1,-1,220,220,2026-01-04 16:37:58.237062
916,-1,-1,220,220,2026-01-04 16:37:58.264163
917,-1,-1,220,220,2026-01-04 16:37:58.299482
918,-1,-1,220,220,2026-01-04 16:37:58.332309
919,-1,-1,220,220,2026-01-04 16:37:58.375074
920,-1,-1,220,220,2026-01-04 16:37:58.395229
921,-1,-1,220,220,2026-01-04 16:37:58.416613
922,-1,-1,220,220,2026-01-04 16:37:58.440640
923,-1,-1,220,220,2026-01-04 16:37:58.473066
924,-1,-1,220,220,2026-01-04 16:37:58.506653
925,-1,-1,220,220,2026-01-04 16:37:58.548782
926,-1,-1,220,220,2026-01-04 16:37:58.577414
927,-1,-1,220,220,2026-01-04 16:37:58.616297
928,-1,-1,220,220,2026-01-04 16:37:58.647627
929,-1,-1,220,220,2026-01-04 16:37:58.675979
930,-1,-1,220,220,2026-01-04 16:37:58.703814
931,-1,-1,220,220,2026-01-04 16:37:58.729085
932,-1,-1,220,220,2026-01-04 16:37:58.774687
933,-1,-1,220,220,2026-01-04 16:37:58.791329
934,-1,-1,220,220,2026-01-04 16:37:58.813766
935,-1,-1,220,220,2026-01-04 16:37:58.839024
936,-1,-1,220,220,2026-01-04 16:37:58.867911
937,-1,-1,220,220,2026-01-04 16:37:58.902781
938,-1,-1,220,220,2026-01-04 16:37:58.922846
939,-1,-1,220,220,2026-01-04 16:37:58.947941
940,-1,-1,220,220,2026-01-04 16:37:58.969840
941,-1,-1,220,220,2026-01-04 16:37:58.990264
942,-1,-1,220,220,2026-01-04 16:37:59.027229
943,-1,-1,220,220,2026-01-04 16:37:59.053073
944,-1,-1,220,220,2026-01-04 16:37:59.073621
945,-1,-1,220,220,2026-01-04 16:37:59.102044
946,-1,-1,220,220,2026-01-04 16:37:59.144828
947,-1,-1,220,220,2026-01-04 16:37:59.190724
948,-1,-1,220,220,2026-01-04 16:37:59.233862
949,-1,-1,220,220,2026-01-04 16:37:59.255514
950,-1,-1,220,220,2026-01-04 16:37:59.274851
951,-1,-1,220,220,2026-01-04 16:37:59.290520
952,-1,-1,220,220,2026-01-04 16:37:59.310065
953,-1,-1,220,220,2026-01-04 16:37:59.333366
954,-1,-1,220,220,2026-01-04 16:37:59.368702
955,-1,-1,220,220,2026-01-04 16:37:59.428106
956,-1,-1,220,220,2026-01-04 16:37:59.490863
957,-1,-1,220,220,2026-01-04 16:37:59.547329
958,-1,-1,220,220,2026-01-04 16:37:59.595053
959,-1,-1,220,220,2026-01-04 16:37:59.632387
960,-1,-1,220,220,2026-01-04 16:37:59.663207
961,-1,-1,220,220,2026-01-04 16:37:59.691030
962,-1,-1,220,220,2026-01-04 16:37:59.714180
963,-1,-1,220,220,2026-01-04 16:37:59.766058
964,-1,-1,220,220,2026-01-04 16:37:59.809420
965,-1,-1,220,220,2026-01-04 16:37:59.857582
966,-1,-1,220,220,2026-01-04 16:37:59.897171
967,-1,-1,220,220,2026-01-04 16:37:59.964467
968,-1,-1,220,220,2026-01-04 16:38:00.063811
969,-1,-1,220,220,2026-01-04 16:38:00.109505
970,-1,-1,220,220,2026-01-04 16:38:00.154366
971,-1,-1,220,220,2026-01-04 16:38:00.198977
972,-1,-1,220,220,2026-01-04 16:38:00.218962
973,-1,-1,220,220,2026-01-04 16:38:00.256076
974,-1,-1,220,220,2026-01-04 16:38:00.284268
975,-1,-1,220,220,2026-01-04 16:38:00.325855
976,-1,-1,220,220,2026-01-04 16:38:00.355857
977,-1,-1,220,220,2026-01-04 16:38:00.388588
978,-1,-1,220,220,2026-01-04 16:38:00.417073
979,-1,-1,220,220,2026-01-04 16:38:00.453150
980,-1,-1,220,220,2026-01-04 16:38:00.489595
981,-1,-1,220,220,2026-01-04 16:38:00.518103
982,-1,-1,220,220,2026-01-04 16:38:00.556529
983,-1,-1,220,220,2026-01-04 16:38:00.579570
984,-1,-1,220,220,2026-01-04 16:38:00.598815
985,-1,-1,220,220,2026-01-04 16:38:00.632737
986,-1,-1,220,220,2026-01-04 16:38:00.663490
987,-1,-1,220,220,2026-01-04 16:38:00.690517
988,-1,-1,220,220,2026-01-04 16:38:00.720944
989,-1,-1,220,220,2026-01-04 16:38:00.751920
990,-1,-1,220,220,2026-01-04 16:38:00.794159
991,-1,-1,220,220,2026-01-04 16:38:00.826370
992,-1,-1,220,220,2026-01-04 16:38:00.866614
993,-1,-1,220,220,2026-01-04 16:38:00.906549
